"","value","value"
"70893","DUSP7","immune response-regulating signaling pathway"
"70894","DUSP7","lymph node"
"70895","RABL6","small GTPase mediated signal transduction"
"70896","RABL6","lymph node"
"70897","ADCY6","Hedgehog 'off' state"
"70898","ADCY6","response to organonitrogen compound"
"70899","ADCY6","lymph node"
"70900","PTTG1","Mitotic M-M/G1 phases"
"70901","PTTG1","male gamete generation"
"70902","PTTG1","lymph node"
"70903","NOL10","lymph node"
"70904","SCAP","Regulation of cholesterol biosynthesis by SREBP (SREBF)"
"70905","SCAP","negative regulation of lipid metabolic process"
"70906","SCAP","lymph node"
"70907","CD27","positive regulation of hemopoiesis"
"70908","CD27","lymph node"
"70909","MAP3K7CL","Integrated Breast Cancer Pathway"
"70910","MAP3K7CL","positive regulation of kinase activity"
"70911","MAP3K7CL","lymph node"
"70912","ZNF415","Generic Transcription Pathway"
"70913","ZNF415","lymph node"
"70914","ZDHHC1","lipoprotein metabolic process"
"70915","ZDHHC1","lymph node"
"70916","FHL1","Notch Signaling Pathway"
"70917","FHL1","regulation of cell cycle phase transition"
"70918","FHL1","lymph node"
"70919","SP140","lymph node"
"70920","PRKAR2B","Factors involved in megakaryocyte development and platelet production"
"70921","PRKAR2B","negative regulation of cAMP-dependent protein kinase activity"
"70922","PRKAR2B","lymph node"
"70923","PSMD14","Hedgehog 'off' state"
"70924","PSMD14","immune response-regulating signaling pathway"
"70925","PSMD14","lymph node"
"70926","CFB","Initial triggering of complement"
"70927","CFB","immune effector process"
"70928","CFB","lymph node"
"70929","GPR34","GPCRs, Class A Rhodopsin-like"
"70930","GPR34","purinergic nucleotide receptor signaling pathway"
"70931","GPR34","lymph node"
"70932","TXNRD3","NRF2 pathway"
"70933","TXNRD3","male gamete generation"
"70934","TXNRD3","lymph node"
"70935","GPATCH4","lymph node"
"70936","GDPD5","positive regulation of neuron differentiation"
"70937","GDPD5","lymph node"
"70938","TNFAIP8","negative regulation of apoptotic process"
"70939","TNFAIP8","lymph node"
"70940","LRRC20","lymph node"
"70941","PAPSS2","Biological oxidations"
"70942","PAPSS2","purine ribonucleoside biosynthetic process"
"70943","PAPSS2","lymph node"
"70944","CWC27","protein peptidyl-prolyl isomerization"
"70945","CWC27","lymph node"
"70946","CENPH","Resolution of Sister Chromatid Cohesion"
"70947","CENPH","DNA conformation change"
"70948","CENPH","lymph node"
"70949","DHPS","Post-translational protein modification"
"70950","DHPS","regulation of leukocyte proliferation"
"70951","DHPS","lymph node"
"70952","USMG5","lymph node"
"70953","CAMTA1","transcription from RNA polymerase II promoter"
"70954","CAMTA1","lymph node"
"70955","CPSF3","Post-Elongation Processing of Intron-Containing pre-mRNA"
"70956","CPSF3","mRNA 3'-end processing by stem-loop binding and cleavage"
"70957","CPSF3","lymph node"
"70958","RPL24","Translation"
"70959","RPL24","assembly of large subunit precursor of preribosome"
"70960","RPL24","lymph node"
"70961","CD36","Hemostasis"
"70962","CD36","immune response-regulating signaling pathway"
"70963","CD36","lymph node"
"70964","RUSC2","lymph node"
"70965","DCAF4","protein modification by small protein conjugation"
"70966","DCAF4","lymph node"
"70967","PDE4DIP","cellular macromolecular complex assembly"
"70968","PDE4DIP","lymph node"
"70969","KCNAB2","Voltage gated Potassium channels"
"70970","KCNAB2","cofactor metabolic process"
"70971","KCNAB2","lymph node"
"70972","KIF1B","establishment of mitochondrion localization, microtubule-mediated"
"70973","KIF1B","lymph node"
"70974","ELAVL1","Regulation of mRNA stability by proteins that bind AU-rich elements"
"70975","ELAVL1","regulation of cell development"
"70976","ELAVL1","lymph node"
"70977","ENKD1","lymph node"
"70978","KIAA1211L","lymph node"
"70979","CFAP69","lymph node"
"70980","TESC","positive regulation of hemopoiesis"
"70981","TESC","lymph node"
"70982","SSR3","Translation"
"70983","SSR3","protein targeting to ER"
"70984","SSR3","lymph node"
"70985","XCR1","Peptide ligand-binding receptors"
"70986","XCR1","divalent inorganic cation homeostasis"
"70987","XCR1","lymph node"
"70988","ALPK1","xenophagy"
"70989","ALPK1","lymph node"
"70990","SLC35C1","Transmembrane transport of small molecules"
"70991","SLC35C1","glycosylation"
"70992","SLC35C1","lymph node"
"70993","TMEM104","lymph node"
"70994","MYL6","Focal Adhesion"
"70995","MYL6","muscle contraction"
"70996","MYL6","lymph node"
"70997","CD247","PD-1 signaling"
"70998","CD247","immune response-regulating signaling pathway"
"70999","CD247","lymph node"
"71000","SCNM1","mRNA metabolic process"
"71001","SCNM1","lymph node"
"71002","C5orf15","lymph node"
"71003","KHDRBS1","Leptin signaling pathway"
"71004","KHDRBS1","cell proliferation"
"71005","KHDRBS1","lymph node"
"71006","TMPO","Mitotic M-M/G1 phases"
"71007","TMPO","lymph node"
"71008","NLGN2","positive regulation of hormone secretion"
"71009","NLGN2","lymph node"
"71010","ZNF394","Generic Transcription Pathway"
"71011","ZNF394","lymph node"
"71012","SLC39A10","Transmembrane transport of small molecules"
"71013","SLC39A10","zinc II ion transport"
"71014","SLC39A10","lymph node"
"71015","CHEK1","ATM Signaling Pathway"
"71016","CHEK1","aging"
"71017","CHEK1","lymph node"
"71018","HAS1","Hyaluronan metabolism"
"71019","HAS1","negative regulation of locomotion"
"71020","HAS1","lymph node"
"71021","LONP1","cellular response to oxidative stress"
"71022","LONP1","lymph node"
"71023","GHRL","Peptide ligand-binding receptors"
"71024","GHRL","positive regulation of steroid hormone secretion"
"71025","GHRL","lymph node"
"71026","ZSCAN26","lymph node"
"71027","TFG","glycosylation"
"71028","TFG","lymph node"
"71029","MYRF","glial cell differentiation"
"71030","MYRF","lymph node"
"71031","CBX7","skin development"
"71032","CBX7","lymph node"
"71033","VPS29","Signaling by Wnt"
"71034","VPS29","cytoplasmic transport"
"71035","VPS29","lymph node"
"71036","ASTE1","cellular response to DNA damage stimulus"
"71037","ASTE1","lymph node"
"71038","GOLGA8B","lymph node"
"71039","ICMT","nucleoside metabolic process"
"71040","ICMT","lymph node"
"71041","CFL2","G13 Signaling Pathway"
"71042","CFL2","actin filament organization"
"71043","CFL2","lymph node"
"71044","SKAP2","Cell-Cell communication"
"71045","SKAP2","immune response-regulating signaling pathway"
"71046","SKAP2","lymph node"
"71047","RPRD1B","dephosphorylation"
"71048","RPRD1B","lymph node"
"71049","PLEKHM2","regulation of membrane tubulation"
"71050","PLEKHM2","lymph node"
"71051","TNFRSF9","Downstream signaling in naïve CD8+ T cells"
"71052","TNFRSF9","regulation of secretion"
"71053","TNFRSF9","lymph node"
"71054","GMPR","Nucleotide metabolism"
"71055","GMPR","purine-containing compound biosynthetic process"
"71056","GMPR","lymph node"
"71057","MYL9","Axon guidance"
"71058","MYL9","muscle contraction"
"71059","MYL9","lymph node"
"71060","MYBBP1A","Circadian rythm related genes"
"71061","MYBBP1A","positive regulation of cell cycle"
"71062","MYBBP1A","lymph node"
"71063","ZNF75A","Generic Transcription Pathway"
"71064","ZNF75A","lymph node"
"71065","SENP1","SUMO is proteolytically processed"
"71066","SENP1","protein maturation"
"71067","SENP1","lymph node"
"71068","TUB","regulation of vesicle-mediated transport"
"71069","TUB","lymph node"
"71070","TRIM25","Negative regulators of RIG-I/MDA5 signaling"
"71071","TRIM25","negative regulation of type I interferon production"
"71072","TRIM25","lymph node"
"71073","DCAF7","protein modification by small protein conjugation"
"71074","DCAF7","lymph node"
"71075","RNF32","lymph node"
"71076","BPNT1","Biological oxidations"
"71077","BPNT1","glycerophospholipid metabolic process"
"71078","BPNT1","lymph node"
"71079","NRBP1","Generic Transcription Pathway"
"71080","NRBP1","DNA-templated transcription, initiation"
"71081","NRBP1","lymph node"
"71082","SNCAIP","Parkin-Ubiquitin Proteasomal System pathway"
"71083","SNCAIP","regulation of secretion"
"71084","SNCAIP","lymph node"
"71085","PSPH","Amino acid synthesis and interconversion (transamination)"
"71086","PSPH","alpha-amino acid metabolic process"
"71087","PSPH","lymph node"
"71088","SNX27","lymphocyte activation"
"71089","SNX27","lymph node"
"71090","ADAMTS17","O-glycosylation of TSR domain-containing proteins"
"71091","ADAMTS17","lymph node"
"71092","LZTR1","lymph node"
"71093","MYCBP2","Integrated Breast Cancer Pathway"
"71094","MYCBP2","regulation of cytoskeleton organization"
"71095","MYCBP2","lymph node"
"71096","ZNF618","lymph node"
"71097","ZBTB46","positive regulation of hemopoiesis"
"71098","ZBTB46","lymph node"
"71099","EMID1","lymph node"
"71100","ST7L","negative regulation of growth"
"71101","ST7L","lymph node"
"71102","RIOK3","Hematopoietic Stem Cell Differentiation"
"71103","RIOK3","protein phosphorylation"
"71104","RIOK3","lymph node"
"71105","LNPEP","Antigen processing: Ubiquitination & Proteasome degradation"
"71106","LNPEP","transmembrane receptor protein serine/threonine kinase signaling pathway"
"71107","LNPEP","lymph node"
"71108","SFRP1","Signaling by Wnt"
"71109","SFRP1","positive regulation of epithelial cell proliferation"
"71110","SFRP1","lymph node"
"71111","ATMIN","cellular response to DNA damage stimulus"
"71112","ATMIN","lymph node"
"71113","SMU1","lymph node"
"71114","BCL3","Apoptosis-related network due to altered Notch3 in ovarian cancer"
"71115","BCL3","antimicrobial humoral response"
"71116","BCL3","lymph node"
"71117","SF3B3","mRNA Processing"
"71118","SF3B3","regulation of protein catabolic process"
"71119","SF3B3","lymph node"
"71120","ZNF660","Generic Transcription Pathway"
"71121","ZNF660","lymph node"
"71122","PTPDC1","dephosphorylation"
"71123","PTPDC1","lymph node"
"71124","NDFIP1","negative regulation of isotype switching"
"71125","NDFIP1","lymph node"
"71126","PXMP2","lymph node"
"71127","PLEKHA7","Stabilization and expansion of the E-cadherin adherens junction"
"71128","PLEKHA7","cell-cell junction maintenance"
"71129","PLEKHA7","lymph node"
"71130","CAP2","Aryl Hydrocarbon Receptor Pathway"
"71131","CAP2","positive regulation of adenylate cyclase activity"
"71132","CAP2","lymph node"
"71133","DIEXF","ribonucleoprotein complex biogenesis"
"71134","DIEXF","lymph node"
"71135","MGARP","protein localization to mitochondrion"
"71136","MGARP","lymph node"
"71137","UPK1B","epithelial cell differentiation"
"71138","UPK1B","lymph node"
"71139","DHX15","mRNA Processing"
"71140","DHX15","response to organonitrogen compound"
"71141","DHX15","lymph node"
"71142","HOOK1","male gamete generation"
"71143","HOOK1","lymph node"
"71144","ARCN1","miR-517 relationship with ARCN1 and USP1"
"71145","ARCN1","glycosylation"
"71146","ARCN1","lymph node"
"71147","MFSD2A","organic anion transport"
"71148","MFSD2A","lymph node"
"71149","CHMP4A","Endosomal Sorting Complex Required For Transport (ESCRT)"
"71150","CHMP4A","viral budding"
"71151","CHMP4A","lymph node"
"71152","GINS3","DNA strand elongation involved in DNA replication"
"71153","GINS3","lymph node"
"71154","CSDE1","Validated targets of C-MYC transcriptional repression"
"71155","CSDE1","sex differentiation"
"71156","CSDE1","lymph node"
"71157","EPB41L4A","lymph node"
"71158","NCOA7","Validated nuclear estrogen receptor alpha network"
"71159","NCOA7","lymph node"
"71160","PKIA","Myometrial Relaxation and Contraction Pathways"
"71161","PKIA","negative regulation of protein import"
"71162","PKIA","lymph node"
"71163","CHP1","Alzheimers Disease"
"71164","CHP1","negative regulation of protein import"
"71165","CHP1","lymph node"
"71166","CEP170","lymph node"
"71167","C1orf21","lymph node"
"71168","RORC","Generic Transcription Pathway"
"71169","RORC","T-helper cell differentiation"
"71170","RORC","lymph node"
"71171","SPINT2","negative regulation of locomotion"
"71172","SPINT2","lymph node"
"71173","EXTL3","IRE1alpha activates chaperones"
"71174","EXTL3","sulfur compound biosynthetic process"
"71175","EXTL3","lymph node"
"71176","ANKRD44","lymph node"
"71177","RCCD1","lymph node"
"71178","ILK","Cell-Cell communication"
"71179","ILK","regulation of axon extension"
"71180","ILK","lymph node"
"71181","ATP11B","Transmembrane transport of small molecules"
"71182","ATP11B","lipid translocation"
"71183","ATP11B","lymph node"
"71184","HIAT1","lymph node"
"71185","GNB2","Class B/2 (Secretin family receptors)"
"71186","GNB2","response to organonitrogen compound"
"71187","GNB2","lymph node"
"71188","CRISPLD2","body morphogenesis"
"71189","CRISPLD2","lymph node"
"71190","LEMD2","Mitotic M-M/G1 phases"
"71191","LEMD2","nucleus organization"
"71192","LEMD2","lymph node"
"71193","SFTPB","sphingolipid metabolic process"
"71194","SFTPB","lymph node"
"71195","NUP37","Regulatory RNA pathways"
"71196","NUP37","organelle fission"
"71197","NUP37","lymph node"
"71198","FASLG","Death Receptor Signalling"
"71199","FASLG","necroptotic signaling pathway"
"71200","FASLG","lymph node"
"71201","ESYT1","lipid localization"
"71202","ESYT1","lymph node"
"71203","COX16","Orphan transporters"
"71204","COX16","lymph node"
"71205","AP3D1","positive regulation of hemopoiesis"
"71206","AP3D1","lymph node"
"71207","FAM76B","protein modification by small protein removal"
"71208","FAM76B","lymph node"
"71209","KBTBD8","protein modification by small protein conjugation"
"71210","KBTBD8","lymph node"
"71211","TOR1B","nucleus organization"
"71212","TOR1B","lymph node"
"71213","CKAP2","cytoskeleton-dependent cytokinesis"
"71214","CKAP2","lymph node"
"71215","MUM1L1","lymph node"
"71216","PATL1","mRNA decay by 5' to 3' exoribonuclease"
"71217","PATL1","deadenylation-dependent decapping of nuclear-transcribed mRNA"
"71218","PATL1","lymph node"
"71219","MED16","Generic Transcription Pathway"
"71220","MED16","DNA-templated transcription, initiation"
"71221","MED16","lymph node"
"71222","THOC2","RNA export from nucleus"
"71223","THOC2","lymph node"
"71224","SECTM1","positive regulation of I-kappaB kinase/NF-kappaB signaling"
"71225","SECTM1","lymph node"
"71226","ZNF683","lymphocyte activation"
"71227","ZNF683","lymph node"
"71228","MPHOSPH10","ribonucleoprotein complex biogenesis"
"71229","MPHOSPH10","lymph node"
"71230","ADAMTS2","Collagen formation"
"71231","ADAMTS2","male gamete generation"
"71232","ADAMTS2","lymph node"
"71233","FAM49B","lymph node"
"71234","RDX","L1CAM interactions"
"71235","RDX","microvillus organization"
"71236","RDX","lymph node"
"71237","ELOVL1","Synthesis of very long-chain fatty acyl-CoAs"
"71238","ELOVL1","cofactor metabolic process"
"71239","ELOVL1","lymph node"
"71240","TMEM220","lymph node"
"71241","MEIKIN","organelle fission"
"71242","MEIKIN","lymph node"
"71243","C19orf47","lymph node"
"71244","TMBIM1","negative regulation of apoptotic process"
"71245","TMBIM1","lymph node"
"71246","ZNF30","Generic Transcription Pathway"
"71247","ZNF30","lymph node"
"71248","MPV17","cellular response to oxidative stress"
"71249","MPV17","lymph node"
"71250","NCLN","protein destabilization"
"71251","NCLN","lymph node"
"71252","ZFP37","Generic Transcription Pathway"
"71253","ZFP37","lymph node"
"71254","TMEM67","negative regulation of centrosome duplication"
"71255","TMEM67","lymph node"
"71256","PDPR","Pyruvate metabolism and Citric Acid (TCA) cycle"
"71257","PDPR","carboxylic acid metabolic process"
"71258","PDPR","lymph node"
"71259","PRKAR2A","Factors involved in megakaryocyte development and platelet production"
"71260","PRKAR2A","negative regulation of cAMP-dependent protein kinase activity"
"71261","PRKAR2A","lymph node"
"71262","TMUB1","single-organism catabolic process"
"71263","TMUB1","lymph node"
"71264","ABCD2","ABCA transporters in lipid homeostasis"
"71265","ABCD2","fatty acid beta-oxidation"
"71266","ABCD2","lymph node"
"71267","NUMBL","Notch Signaling Pathway"
"71268","NUMBL","positive regulation of neuron differentiation"
"71269","NUMBL","lymph node"
"71270","CCNC","Generic Transcription Pathway"
"71271","CCNC","negative regulation of lipid metabolic process"
"71272","CCNC","lymph node"
"71273","ARHGEF6","Cell-Cell communication"
"71274","ARHGEF6","response to growth factor"
