Gene,Gene_ID,Relation,BiologicalProcess,BiologicalProcess_ID
USH2A,7399,PARTICIPATES_GpBP,sensory perception,GO:0007600
ZNF513,130557,PARTICIPATES_GpBP,sensory perception,GO:0007600
IAPP,3375,PARTICIPATES_GpBP,sensory perception,GO:0007600
NAV2,89797,PARTICIPATES_GpBP,sensory perception,GO:0007600
TTC8,123016,PARTICIPATES_GpBP,sensory perception,GO:0007600
FAM107B,83641,PARTICIPATES_GpBP,sensory perception,GO:0007600
GJD2,57369,PARTICIPATES_GpBP,sensory perception,GO:0007600
LAMC3,10319,PARTICIPATES_GpBP,sensory perception,GO:0007600
MYO9A,4649,PARTICIPATES_GpBP,sensory perception,GO:0007600
SERPINB6,5269,PARTICIPATES_GpBP,sensory perception,GO:0007600
PITPNA,5306,PARTICIPATES_GpBP,sensory perception,GO:0007600
HPS1,3257,PARTICIPATES_GpBP,sensory perception,GO:0007600
NOB1,28987,PARTICIPATES_GpBP,sensory perception,GO:0007600
HMCN1,83872,PARTICIPATES_GpBP,sensory perception,GO:0007600
GJC3,349149,PARTICIPATES_GpBP,sensory perception,GO:0007600
FBXO11,80204,PARTICIPATES_GpBP,sensory perception,GO:0007600
ZNF354A,6940,PARTICIPATES_GpBP,sensory perception,GO:0007600
CLDN19,149461,PARTICIPATES_GpBP,sensory perception,GO:0007600
PCDH15,65217,PARTICIPATES_GpBP,sensory perception,GO:0007600
BBS10,79738,PARTICIPATES_GpBP,sensory perception,GO:0007600
NIPSNAP1,8508,PARTICIPATES_GpBP,sensory perception,GO:0007600
COCH,1690,PARTICIPATES_GpBP,sensory perception,GO:0007600
PRR4,11272,PARTICIPATES_GpBP,sensory perception,GO:0007600
RP2,6102,PARTICIPATES_GpBP,sensory perception,GO:0007600
PDE6D,5147,PARTICIPATES_GpBP,sensory perception,GO:0007600
FAM161A,84140,PARTICIPATES_GpBP,sensory perception,GO:0007600
ABCC6,368,PARTICIPATES_GpBP,sensory perception,GO:0007600
RAX2,84839,PARTICIPATES_GpBP,sensory perception,GO:0007600
GTPBP1,9567,PARTICIPATES_GpBP,regulation of mRNA catabolic process,GO:0061013
HNRNPR,10236,PARTICIPATES_GpBP,regulation of mRNA catabolic process,GO:0061013
NBAS,51594,PARTICIPATES_GpBP,regulation of mRNA catabolic process,GO:0061013
CNOT8,9337,PARTICIPATES_GpBP,regulation of mRNA catabolic process,GO:0061013
DHX34,9704,PARTICIPATES_GpBP,regulation of mRNA catabolic process,GO:0061013
CEP68,23177,PARTICIPATES_GpBP,microtubule organizing center organization,GO:0031023
C11orf63,79864,PARTICIPATES_GpBP,microtubule organizing center organization,GO:0031023
WDR81,124997,PARTICIPATES_GpBP,microtubule organizing center organization,GO:0031023
WDR43,23160,PARTICIPATES_GpBP,microtubule organizing center organization,GO:0031023
GCC2,9648,PARTICIPATES_GpBP,microtubule organizing center organization,GO:0031023
CNTLN,54875,PARTICIPATES_GpBP,microtubule organizing center organization,GO:0031023
TUBE1,51175,PARTICIPATES_GpBP,microtubule organizing center organization,GO:0031023
CBLN1,869,PARTICIPATES_GpBP,hindbrain morphogenesis,GO:0021575
NFIX,4784,PARTICIPATES_GpBP,hindbrain morphogenesis,GO:0021575
ZNHIT6,54680,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
PRPF3,9129,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
EIF2S3,1968,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
HEATR1,55127,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
PSIP1,11168,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
SMN1,6606,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
LSM6,11157,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
EIF3H,8667,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
C7orf60,154743,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
LAS1L,81887,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
PIN4,5303,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
UTP18,51096,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
DDX28,55794,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
PTBP2,58155,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
EIF6,3692,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
EXOSC1,51013,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
EIF3G,8666,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
CIRBP,1153,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
GEMIN5,25929,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
ISG20L2,81875,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
RRNAD1,51093,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
PRPF6,24148,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
PHAX,51808,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
ZRSR2,8233,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
NOP2,4839,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
EIF2D,1939,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
DCAF13,25879,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
EIF3CL,728689,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
MPHOSPH6,10200,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
NMD3,51068,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
NOL9,79707,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
DDX47,51202,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
NOC4L,79050,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
LUC7L2,51631,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
EBNA1BP2,10969,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
FTSJ3,117246,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
DHX30,22907,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
MPHOSPH10,10199,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
DIS3L,115752,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
EIF3C,8663,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
RRP1B,23076,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
NOP56,10528,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
RNMTL1,55178,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
SFSWAP,6433,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
GEMIN7,79760,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
TGS1,96764,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
PDCD11,22984,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
IMP4,92856,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
RRP36,88745,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
DDX56,54606,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
GNL2,29889,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
NHP2L1,4809,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
BMS1,9790,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
MRPL11,65003,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
PRPF31,26121,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
DENR,8562,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
NOM1,64434,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
ATXN2L,11273,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
TSR1,55720,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
EDC3,80153,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
YTHDC1,91746,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
MRPL20,55052,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
SMN2,6607,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
CDC123,8872,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
DDX27,55661,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
YBEY,54059,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
TSR3,115939,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
MRPL10,124995,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
NSA2,10412,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
EIF3J,8669,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
GCFC2,6936,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
MTG2,26164,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
FRG1,2483,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
NGDN,25983,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
SDAD1,55153,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
EIF3E,3646,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
DDX51,317781,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
EIF3D,8664,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
NOL11,25926,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
SNUPN,10073,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
FAM103A1,83640,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
UTP11L,51118,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
PWP2,5822,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
DDX52,11056,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
TXNL4B,54957,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
PRMT7,54496,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
UTP15,84135,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
UTP14A,10813,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
EFTUD1,79631,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
PUM2,23369,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
DIS3,22894,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
DIEXF,27042,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
SNRPC,6631,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
NIP7,51388,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
ERAL1,26284,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
SF3A3,10946,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
EIF3K,27335,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
RRP9,9136,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
USP4,7375,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
UTP23,84294,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
UTP3,57050,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
MTG1,92170,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
AAR2,25980,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
IMP3,55272,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
EIF3M,10480,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
SHQ1,55164,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
NVL,4931,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
CLNS1A,1207,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
FCF1,51077,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
PPAN,56342,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
SNRPD2,6633,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
WBSCR22,114049,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
SNRNP200,23020,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
SF3A1,10291,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
MDN1,23195,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
RRP1,8568,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
NPM3,10360,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
TSR2,90121,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
LSG1,55341,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
NUFIP1,26747,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
SKIV2L2,23517,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
EIF3L,51386,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
CIRH1A,84916,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
WDR46,9277,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
RCL1,10171,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
EIF2A,83939,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
METTL16,79066,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
METTL15,196074,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
EIF3F,8665,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
NOP16,51491,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
FASTKD2,22868,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
GEMIN4,50628,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
DDX20,11218,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
SCAF11,9169,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
ORAOV1,220064,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
TBL3,10607,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
SRFBP1,153443,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
USP39,10713,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
MALSU1,115416,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
CD2BP2,10421,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
LSM3,27258,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
NOL8,55035,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
NOP58,51602,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
EIF3B,8662,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
LUC7L3,51747,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
MPV17L2,84769,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
GEMIN2,8487,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
MRTO4,51154,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
SRSF10,10772,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
DDX23,9416,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
MRPS7,51081,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
NSUN5,55695,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
DDX31,64794,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
WBP11,51729,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
MINA,84864,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
MRPL36,64979,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
EIF3A,8661,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
PRPF39,55015,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
RBM5,10181,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
EIF3I,8668,PARTICIPATES_GpBP,ribonucleoprotein complex biogenesis,GO:0022613
PPP1R13B,23368,PARTICIPATES_GpBP,intrinsic apoptotic signaling pathway,GO:0097193
ZMAT1,84460,PARTICIPATES_GpBP,intrinsic apoptotic signaling pathway,GO:0097193
CHAC1,79094,PARTICIPATES_GpBP,intrinsic apoptotic signaling pathway,GO:0097193
ZNF346,23567,PARTICIPATES_GpBP,intrinsic apoptotic signaling pathway,GO:0097193
LGALS12,85329,PARTICIPATES_GpBP,intrinsic apoptotic signaling pathway,GO:0097193
SELK,58515,PARTICIPATES_GpBP,intrinsic apoptotic signaling pathway,GO:0097193
ZNF385B,151126,PARTICIPATES_GpBP,intrinsic apoptotic signaling pathway,GO:0097193
APOPT1,84334,PARTICIPATES_GpBP,intrinsic apoptotic signaling pathway,GO:0097193
DNAJC10,54431,PARTICIPATES_GpBP,intrinsic apoptotic signaling pathway,GO:0097193
SAT2,112483,PARTICIPATES_GpBP,cellular biogenic amine catabolic process,GO:0042402
PAOX,196743,PARTICIPATES_GpBP,cellular biogenic amine catabolic process,GO:0042402
SAT1,6303,PARTICIPATES_GpBP,cellular biogenic amine catabolic process,GO:0042402
SMOX,54498,PARTICIPATES_GpBP,cellular biogenic amine catabolic process,GO:0042402
ELP2,55250,PARTICIPATES_GpBP,"DNA-templated transcription, elongation",GO:0006354
ELL2,22936,PARTICIPATES_GpBP,"DNA-templated transcription, elongation",GO:0006354
ADRM1,11047,PARTICIPATES_GpBP,"DNA-templated transcription, elongation",GO:0006354
TCEA2,6919,PARTICIPATES_GpBP,"DNA-templated transcription, elongation",GO:0006354
TCEB3C,162699,PARTICIPATES_GpBP,"DNA-templated transcription, elongation",GO:0006354
TCEB3,6924,PARTICIPATES_GpBP,"DNA-templated transcription, elongation",GO:0006354
NELFA,7469,PARTICIPATES_GpBP,"DNA-templated transcription, elongation",GO:0006354
SUPT4H1,6827,PARTICIPATES_GpBP,"DNA-templated transcription, elongation",GO:0006354
NELFB,25920,PARTICIPATES_GpBP,"DNA-templated transcription, elongation",GO:0006354
NELFCD,51497,PARTICIPATES_GpBP,"DNA-templated transcription, elongation",GO:0006354
TCEB3B,51224,PARTICIPATES_GpBP,"DNA-templated transcription, elongation",GO:0006354
TCEB3CL,728929,PARTICIPATES_GpBP,"DNA-templated transcription, elongation",GO:0006354
ICT1,3396,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPS22,56945,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPL49,740,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPL22,29093,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPL13,28998,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPL1,65008,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPS21,54460,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPL37,51253,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPS16,51021,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPS33,51650,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPL32,64983,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPL46,26589,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPL40,64976,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPL43,84545,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
TUFM,7284,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPL47,57129,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPL21,219927,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPL4,51073,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPL51,51258,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPL35,51318,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPL52,122704,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPS25,64432,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPS6,64968,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPL45,84311,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPL14,64928,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPS36,92259,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
CHCHD1,118487,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPL39,54148,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPS12,6183,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
PTCD3,55037,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPL54,116541,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPL34,64981,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPL16,54948,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
GFM1,85476,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPL12,6182,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPL18,29074,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
DAP3,7818,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPL41,64975,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
MRPL24,79590,PARTICIPATES_GpBP,mitochondrial translational elongation,GO:0070125
