Gene,Gene_ID,Relation,Pathway,Pathway_ID
MT1B,4490,PARTICIPATES_GpPW,Zinc homeostasis,WP3529_r84285
SLC30A9,10463,PARTICIPATES_GpPW,Zinc homeostasis,WP3529_r84285
MT1M,4499,PARTICIPATES_GpPW,Zinc homeostasis,WP3529_r84285
SLC39A11,201266,PARTICIPATES_GpPW,Zinc homeostasis,WP3529_r84285
MT3,4504,PARTICIPATES_GpPW,Zinc homeostasis,WP3529_r84285
CES5A,221223,PARTICIPATES_GpPW,E2F transcription factor network,PC7_3362
CES4A,283848,PARTICIPATES_GpPW,E2F transcription factor network,PC7_3362
UXT,8409,PARTICIPATES_GpPW,E2F transcription factor network,PC7_3362
TNFSF4,7292,PARTICIPATES_GpPW,TSLP Signaling Pathway,WP2203_r78549
CRLF2,64109,PARTICIPATES_GpPW,TSLP Signaling Pathway,WP2203_r78549
TSLP,85480,PARTICIPATES_GpPW,TSLP Signaling Pathway,WP2203_r78549
CENPB,1059,PARTICIPATES_GpPW,FOXM1 transcription factor network,PC7_3855
GAS1,2619,PARTICIPATES_GpPW,FOXM1 transcription factor network,PC7_3855
GGH,8836,PARTICIPATES_GpPW,Fluoropyrimidine Activity,WP1601_r84700
BRSK1,84446,PARTICIPATES_GpPW,LKB1 signaling events,PC7_4938
SIK2,23235,PARTICIPATES_GpPW,LKB1 signaling events,PC7_4938
STK11IP,114790,PARTICIPATES_GpPW,LKB1 signaling events,PC7_4938
CRTC2,200186,PARTICIPATES_GpPW,LKB1 signaling events,PC7_4938
BRSK2,9024,PARTICIPATES_GpPW,LKB1 signaling events,PC7_4938
MARK4,57787,PARTICIPATES_GpPW,LKB1 signaling events,PC7_4938
SIK3,23387,PARTICIPATES_GpPW,LKB1 signaling events,PC7_4938
ACSF2,80221,PARTICIPATES_GpPW,Mitochondrial LC-Fatty Acid Beta-Oxidation,WP368_r79271
SOCS4,122809,PARTICIPATES_GpPW,Type II diabetes mellitus,WP1584_r81779
INS-IGF2,723961,PARTICIPATES_GpPW,Type II diabetes mellitus,WP1584_r81779
TIPIN,54962,PARTICIPATES_GpPW,ATR signaling pathway,PC7_1213
SMARCAL1,50485,PARTICIPATES_GpPW,ATR signaling pathway,PC7_1213
WRN,7486,PARTICIPATES_GpPW,Integrated Pancreatic Cancer Pathway,WP2377_r80437
SLC2A4RG,56731,PARTICIPATES_GpPW,AMPK Signaling,WP1403_r79471
ADIPOR2,79602,PARTICIPATES_GpPW,AMPK Signaling,WP1403_r79471
ADIPOR1,51094,PARTICIPATES_GpPW,AMPK Signaling,WP1403_r79471
SLC6A16,28968,PARTICIPATES_GpPW,NRF2 pathway,WP2884_r83041
SLC2A14,144195,PARTICIPATES_GpPW,NRF2 pathway,WP2884_r83041
SLC5A10,125206,PARTICIPATES_GpPW,NRF2 pathway,WP2884_r83041
TXNRD3NB,645840,PARTICIPATES_GpPW,NRF2 pathway,WP2884_r83041
CBR3,874,PARTICIPATES_GpPW,NRF2 pathway,WP2884_r83041
FGF13,2258,PARTICIPATES_GpPW,NRF2 pathway,WP2884_r83041
TXNRD3,114112,PARTICIPATES_GpPW,NRF2 pathway,WP2884_r83041
HLX,3142,PARTICIPATES_GpPW,IL12-mediated signaling events,PC7_4594
GZMA,3001,PARTICIPATES_GpPW,IL12-mediated signaling events,PC7_4594
PIF1,80119,PARTICIPATES_GpPW,Regulation of Telomerase,PC7_6895
ZNFX1,57169,PARTICIPATES_GpPW,Regulation of Telomerase,PC7_6895
PINX1,54984,PARTICIPATES_GpPW,Regulation of Telomerase,PC7_6895
PARP2,10038,PARTICIPATES_GpPW,Regulation of Telomerase,PC7_6895
SFTPA1,653509,PARTICIPATES_GpPW,FOXA1 transcription factor network,PC7_3852
MYOM1,8736,PARTICIPATES_GpPW,Striated Muscle Contraction,WP383_r80200
ARF4,378,PARTICIPATES_GpPW,ErbB1 downstream signaling,PC7_3698
CLN8,2055,PARTICIPATES_GpPW,Synaptic Vesicle Pathway,WP2267_r78595
STX2,2054,PARTICIPATES_GpPW,Synaptic Vesicle Pathway,WP2267_r78595
UNC13A,23025,PARTICIPATES_GpPW,Synaptic Vesicle Pathway,WP2267_r78595
STX3,6809,PARTICIPATES_GpPW,Synaptic Vesicle Pathway,WP2267_r78595
SYP,6855,PARTICIPATES_GpPW,Synaptic Vesicle Pathway,WP2267_r78595
CPLX2,10814,PARTICIPATES_GpPW,Synaptic Vesicle Pathway,WP2267_r78595
KRT17,3872,PARTICIPATES_GpPW,Glucocorticoid receptor regulatory network,PC7_4161
SUV420H1,51111,PARTICIPATES_GpPW,Glucocorticoid receptor regulatory network,PC7_4161
XPO4,64328,PARTICIPATES_GpPW,eIF5A regulation in response to inhibition of the nuclear export system,WP3302_r81679
GPR1,2825,PARTICIPATES_GpPW,"GPCRs, Class A Rhodopsin-like",WP455_r81793
RGL4,266747,PARTICIPATES_GpPW,"GPCRs, Class A Rhodopsin-like",WP455_r81793
GPR34,2857,PARTICIPATES_GpPW,"GPCRs, Class A Rhodopsin-like",WP455_r81793
GPR15,2838,PARTICIPATES_GpPW,"GPCRs, Class A Rhodopsin-like",WP455_r81793
GPR171,29909,PARTICIPATES_GpPW,"GPCRs, Class A Rhodopsin-like",WP455_r81793
GPR75,10936,PARTICIPATES_GpPW,"GPCRs, Class A Rhodopsin-like",WP455_r81793
GPR85,54329,PARTICIPATES_GpPW,"GPCRs, Class A Rhodopsin-like",WP455_r81793
GPR19,2842,PARTICIPATES_GpPW,"GPCRs, Class A Rhodopsin-like",WP455_r81793
CMKLR1,1240,PARTICIPATES_GpPW,"GPCRs, Class A Rhodopsin-like",WP455_r81793
RABGAP1,23637,PARTICIPATES_GpPW,"GPCRs, Class A Rhodopsin-like",WP455_r81793
GPR174,84636,PARTICIPATES_GpPW,"GPCRs, Class A Rhodopsin-like",WP455_r81793
SETD2,29072,PARTICIPATES_GpPW,Histone Modifications,WP2369_r83012
SETBP1,26040,PARTICIPATES_GpPW,Histone Modifications,WP2369_r83012
SETD9,133383,PARTICIPATES_GpPW,Histone Modifications,WP2369_r83012
SUV420H2,84787,PARTICIPATES_GpPW,Histone Modifications,WP2369_r83012
SETD3,84193,PARTICIPATES_GpPW,Histone Modifications,WP2369_r83012
SMYD4,114826,PARTICIPATES_GpPW,Histone Modifications,WP2369_r83012
SETDB1,9869,PARTICIPATES_GpPW,Histone Modifications,WP2369_r83012
PRDM2,7799,PARTICIPATES_GpPW,Histone Modifications,WP2369_r83012
DOT1L,84444,PARTICIPATES_GpPW,Histone Modifications,WP2369_r83012
SETD1B,23067,PARTICIPATES_GpPW,Histone Modifications,WP2369_r83012
SETD4,54093,PARTICIPATES_GpPW,Histone Modifications,WP2369_r83012
KMT2E,55904,PARTICIPATES_GpPW,Histone Modifications,WP2369_r83012
SETD5,55209,PARTICIPATES_GpPW,Histone Modifications,WP2369_r83012
SMYD3,64754,PARTICIPATES_GpPW,Histone Modifications,WP2369_r83012
SETD1A,9739,PARTICIPATES_GpPW,Histone Modifications,WP2369_r83012
ASH1L,55870,PARTICIPATES_GpPW,Histone Modifications,WP2369_r83012
KMT2C,58508,PARTICIPATES_GpPW,Histone Modifications,WP2369_r83012
SETMAR,6419,PARTICIPATES_GpPW,Histone Modifications,WP2369_r83012
SETDB2,83852,PARTICIPATES_GpPW,Histone Modifications,WP2369_r83012
SMYD5,10322,PARTICIPATES_GpPW,Histone Modifications,WP2369_r83012
KMT2B,9757,PARTICIPATES_GpPW,Histone Modifications,WP2369_r83012
TXLNG,55787,PARTICIPATES_GpPW,Validated transcriptional targets of AP1 family members Fra1 and Fra2,PC7_8679
USF2,7392,PARTICIPATES_GpPW,Validated transcriptional targets of AP1 family members Fra1 and Fra2,PC7_8679
ESD,2098,PARTICIPATES_GpPW,"Phase I biotransformations, non P450",WP136_r80005
PON1,5444,PARTICIPATES_GpPW,"Phase I biotransformations, non P450",WP136_r80005
LIPA,3988,PARTICIPATES_GpPW,"Phase I biotransformations, non P450",WP136_r80005
PON3,5446,PARTICIPATES_GpPW,"Phase I biotransformations, non P450",WP136_r80005
PON2,5445,PARTICIPATES_GpPW,"Phase I biotransformations, non P450",WP136_r80005
RAP1GDS1,5910,PARTICIPATES_GpPW,Regulation of RAC1 activity,PC7_6891
PREX1,57580,PARTICIPATES_GpPW,Regulation of RAC1 activity,PC7_6891
S100A8,6279,PARTICIPATES_GpPW,Endogenous TLR signaling,PC7_3663
DNAJC7,7266,PARTICIPATES_GpPW,Constitutive Androstane Receptor Pathway,WP2875_r79890
SIX4,51804,PARTICIPATES_GpPW,mir-124 predicted interactions with cell cycle and differentiation ,WP3595_r84854
NMI,9111,PARTICIPATES_GpPW,IL-2 Signaling Pathway,WP49_r78543
SCLY,51540,PARTICIPATES_GpPW,Selenium Metabolism and Selenoproteins,WP28_r71888
SEPW1,6415,PARTICIPATES_GpPW,Selenium Metabolism and Selenoproteins,WP28_r71888
VIMP,55829,PARTICIPATES_GpPW,Selenium Metabolism and Selenoproteins,WP28_r71888
TRNAU1AP,54952,PARTICIPATES_GpPW,Selenium Metabolism and Selenoproteins,WP28_r71888
SEPHS1,22929,PARTICIPATES_GpPW,Selenium Metabolism and Selenoproteins,WP28_r71888
SEPHS2,22928,PARTICIPATES_GpPW,Selenium Metabolism and Selenoproteins,WP28_r71888
SEPSECS,51091,PARTICIPATES_GpPW,Selenium Metabolism and Selenoproteins,WP28_r71888
SECISBP2,79048,PARTICIPATES_GpPW,Selenium Metabolism and Selenoproteins,WP28_r71888
MSRB1,51734,PARTICIPATES_GpPW,Selenium Metabolism and Selenoproteins,WP28_r71888
PSTK,118672,PARTICIPATES_GpPW,Selenium Metabolism and Selenoproteins,WP28_r71888
SELM,140606,PARTICIPATES_GpPW,Selenium Metabolism and Selenoproteins,WP28_r71888
EEFSEC,60678,PARTICIPATES_GpPW,Selenium Metabolism and Selenoproteins,WP28_r71888
SEPN1,57190,PARTICIPATES_GpPW,Selenium Metabolism and Selenoproteins,WP28_r71888
SELK,58515,PARTICIPATES_GpPW,Selenium Metabolism and Selenoproteins,WP28_r71888
C11orf31,280636,PARTICIPATES_GpPW,Selenium Metabolism and Selenoproteins,WP28_r71888
SELO,83642,PARTICIPATES_GpPW,Selenium Metabolism and Selenoproteins,WP28_r71888
SELT,51714,PARTICIPATES_GpPW,Selenium Metabolism and Selenoproteins,WP28_r71888
PCSK9,255738,PARTICIPATES_GpPW,Evolocumab Mechanism,WP3408_r81714
SPR,6697,PARTICIPATES_GpPW,Metabolism of nitric oxide,PC7_5328
GCH1,2643,PARTICIPATES_GpPW,Metabolism of nitric oxide,PC7_5328
GCHFR,2644,PARTICIPATES_GpPW,Metabolism of nitric oxide,PC7_5328
PTS,5805,PARTICIPATES_GpPW,Metabolism of nitric oxide,PC7_5328
NOSIP,51070,PARTICIPATES_GpPW,Metabolism of nitric oxide,PC7_5328
PROM1,8842,PARTICIPATES_GpPW,Extracellular vesicle-mediated signaling in recipient cells,WP2870_r79555
TSPAN8,7103,PARTICIPATES_GpPW,Extracellular vesicle-mediated signaling in recipient cells,WP2870_r79555
ELK3,2004,PARTICIPATES_GpPW,ID signaling pathway,WP53_r67360
SCAI,286205,PARTICIPATES_GpPW,RhoA signaling pathway,PC7_6958
MKL1,57591,PARTICIPATES_GpPW,RhoA signaling pathway,PC7_6958
PKN2,5586,PARTICIPATES_GpPW,RhoA signaling pathway,PC7_6958
DYNLT1,6993,PARTICIPATES_GpPW,Neurotrophic factor-mediated Trk receptor signaling,PC7_5893
FAIM,55179,PARTICIPATES_GpPW,Neurotrophic factor-mediated Trk receptor signaling,PC7_5893
ARHGAP32,9743,PARTICIPATES_GpPW,Neurotrophic factor-mediated Trk receptor signaling,PC7_5893
DNAJA3,9093,PARTICIPATES_GpPW,Neurotrophic factor-mediated Trk receptor signaling,PC7_5893
RANBP3,8498,PARTICIPATES_GpPW,Canonical Wnt signaling pathway,PC7_2468
RAB3GAP2,25782,PARTICIPATES_GpPW,Effects of Botulinum toxin,PC7_3632
TWSG1,57045,PARTICIPATES_GpPW,Mesodermal Commitment Pathway,WP2857_r80151
SOX17,64321,PARTICIPATES_GpPW,Mesodermal Commitment Pathway,WP2857_r80151
FOXC1,2296,PARTICIPATES_GpPW,Mesodermal Commitment Pathway,WP2857_r80151
EPB41L5,57669,PARTICIPATES_GpPW,Mesodermal Commitment Pathway,WP2857_r80151
GDF3,9573,PARTICIPATES_GpPW,Mesodermal Commitment Pathway,WP2857_r80151
MACF1,23499,PARTICIPATES_GpPW,Mesodermal Commitment Pathway,WP2857_r80151
MIXL1,83881,PARTICIPATES_GpPW,Mesodermal Commitment Pathway,WP2857_r80151
KIAA0754,643314,PARTICIPATES_GpPW,Mesodermal Commitment Pathway,WP2857_r80151
ZHX2,22882,PARTICIPATES_GpPW,Hypothetical Network for Drug Addiction,WP666_r68893
NISCH,11188,PARTICIPATES_GpPW,Hypothetical Network for Drug Addiction,WP666_r68893
KRIT1,889,PARTICIPATES_GpPW,Hypothetical Network for Drug Addiction,WP666_r68893
SNX1,6642,PARTICIPATES_GpPW,PAR1-mediated thrombin signaling events,PC7_6098
SERINC1,57515,PARTICIPATES_GpPW,Sphingolipid Metabolism,WP1422_r79871
PRDX4,10549,PARTICIPATES_GpPW,Selenium Micronutrient Network,WP15_r82705
15-Sep,9403,PARTICIPATES_GpPW,Selenium Micronutrient Network,WP15_r82705
SEC31B,25956,PARTICIPATES_GpPW,SREBP signalling,WP1982_r79943
SAR1A,56681,PARTICIPATES_GpPW,SREBP signalling,WP1982_r79943
SEC23B,10483,PARTICIPATES_GpPW,SREBP signalling,WP1982_r79943
RNF139,11236,PARTICIPATES_GpPW,SREBP signalling,WP1982_r79943
AMFR,267,PARTICIPATES_GpPW,SREBP signalling,WP1982_r79943
LDHC,3948,PARTICIPATES_GpPW,Glycolysis and Gluconeogenesis,WP534_r78585
TAOK3,51347,PARTICIPATES_GpPW,p38 MAPK signaling pathway,PC7_12266
TOR1A,1861,PARTICIPATES_GpPW,Alpha-synuclein signaling,PC7_1598
RMI1,80010,PARTICIPATES_GpPW,Fanconi anemia pathway,PC7_3875
WDR48,57599,PARTICIPATES_GpPW,Fanconi anemia pathway,PC7_3875
FAN1,22909,PARTICIPATES_GpPW,Fanconi anemia pathway,PC7_3875
DDIT4L,115265,PARTICIPATES_GpPW,TOR Signaling,WP1471_r82750
PRR5L,79899,PARTICIPATES_GpPW,TOR Signaling,WP1471_r82750
ULK3,25989,PARTICIPATES_GpPW,TOR Signaling,WP1471_r82750
MAGEH1,28986,PARTICIPATES_GpPW,p75(NTR)-mediated signaling,PC7_12281
NDN,4692,PARTICIPATES_GpPW,p75(NTR)-mediated signaling,PC7_12281
BEX1,55859,PARTICIPATES_GpPW,p75(NTR)-mediated signaling,PC7_12281
NDNL2,56160,PARTICIPATES_GpPW,p75(NTR)-mediated signaling,PC7_12281
CASQ1,844,PARTICIPATES_GpPW,Calcium Regulation in the Cardiac Cell,WP536_r80211
CASQ2,845,PARTICIPATES_GpPW,Calcium Regulation in the Cardiac Cell,WP536_r80211
CBLL1,79872,PARTICIPATES_GpPW,Posttranslational regulation of adherens junction stability and dissassembly,PC7_6542
MTSS1,9788,PARTICIPATES_GpPW,Hedgehog signaling events mediated by Gli proteins,PC7_4440
RAB23,51715,PARTICIPATES_GpPW,Hedgehog signaling events mediated by Gli proteins,PC7_4440
KIZ,55857,PARTICIPATES_GpPW,PLK1 signaling events,PC7_6189
PRC1,9055,PARTICIPATES_GpPW,PLK1 signaling events,PC7_6189
TPT1,7178,PARTICIPATES_GpPW,PLK1 signaling events,PC7_6189
SGCA,6442,PARTICIPATES_GpPW,Arrhythmogenic Right Ventricular Cardiomyopathy,WP2118_r71265
PKP2,5318,PARTICIPATES_GpPW,Arrhythmogenic Right Ventricular Cardiomyopathy,WP2118_r71265
CACNA2D1,781,PARTICIPATES_GpPW,Arrhythmogenic Right Ventricular Cardiomyopathy,WP2118_r71265
SGCG,6445,PARTICIPATES_GpPW,Arrhythmogenic Right Ventricular Cardiomyopathy,WP2118_r71265
CTNNA3,29119,PARTICIPATES_GpPW,Arrhythmogenic Right Ventricular Cardiomyopathy,WP2118_r71265
SGCD,6444,PARTICIPATES_GpPW,Arrhythmogenic Right Ventricular Cardiomyopathy,WP2118_r71265
SGCB,6443,PARTICIPATES_GpPW,Arrhythmogenic Right Ventricular Cardiomyopathy,WP2118_r71265
DSC2,1824,PARTICIPATES_GpPW,Arrhythmogenic Right Ventricular Cardiomyopathy,WP2118_r71265
STEAP1,26872,PARTICIPATES_GpPW,Copper homeostasis,WP3286_r84312
SLC31A2,1318,PARTICIPATES_GpPW,Copper homeostasis,WP3286_r84312
STEAP4,79689,PARTICIPATES_GpPW,Copper homeostasis,WP3286_r84312
COMMD1,150684,PARTICIPATES_GpPW,Copper homeostasis,WP3286_r84312
MINPP1,9562,PARTICIPATES_GpPW,Inositol phosphate metabolism,PC7_4742
NEDD9,4739,PARTICIPATES_GpPW,TGF-beta Signaling Pathway,WP366_r84196
STAMBPL1,57559,PARTICIPATES_GpPW,TGF-beta Signaling Pathway,WP366_r84196
GSTCD,79807,PARTICIPATES_GpPW,Metapathway biotransformation,WP702_r73516
NAT10,55226,PARTICIPATES_GpPW,Metapathway biotransformation,WP702_r73516
CHST10,9486,PARTICIPATES_GpPW,Metapathway biotransformation,WP702_r73516
CHST8,64377,PARTICIPATES_GpPW,Metapathway biotransformation,WP702_r73516
GSTK1,373156,PARTICIPATES_GpPW,Metapathway biotransformation,WP702_r73516
AKR1A1,10327,PARTICIPATES_GpPW,Metapathway biotransformation,WP702_r73516
NAA40,79829,PARTICIPATES_GpPW,Metapathway biotransformation,WP702_r73516
NAA30,122830,PARTICIPATES_GpPW,Metapathway biotransformation,WP702_r73516
NAT14,57106,PARTICIPATES_GpPW,Metapathway biotransformation,WP702_r73516
NAA50,80218,PARTICIPATES_GpPW,Metapathway biotransformation,WP702_r73516
CHST4,10164,PARTICIPATES_GpPW,Metapathway biotransformation,WP702_r73516
NAA20,51126,PARTICIPATES_GpPW,Metapathway biotransformation,WP702_r73516
NAT9,26151,PARTICIPATES_GpPW,Metapathway biotransformation,WP702_r73516
GAL3ST4,79690,PARTICIPATES_GpPW,Metapathway biotransformation,WP702_r73516
NAT8,9027,PARTICIPATES_GpPW,Metapathway biotransformation,WP702_r73516
SOX7,83595,PARTICIPATES_GpPW,Endoderm Differentiation,WP2853_r83014
PAF1,54623,PARTICIPATES_GpPW,Endoderm Differentiation,WP2853_r83014
CTR9,9646,PARTICIPATES_GpPW,Endoderm Differentiation,WP2853_r83014
DUSP2,1844,PARTICIPATES_GpPW,Endoderm Differentiation,WP2853_r83014
RTF1,23168,PARTICIPATES_GpPW,Endoderm Differentiation,WP2853_r83014
HHEX,3087,PARTICIPATES_GpPW,Endoderm Differentiation,WP2853_r83014
BPTF,2186,PARTICIPATES_GpPW,Endoderm Differentiation,WP2853_r83014
UTRN,7402,PARTICIPATES_GpPW,Primary Focal Segmental Glomerulosclerosis FSGS,WP2572_r79947
MKI67,4288,PARTICIPATES_GpPW,Primary Focal Segmental Glomerulosclerosis FSGS,WP2572_r79947
INF2,64423,PARTICIPATES_GpPW,Primary Focal Segmental Glomerulosclerosis FSGS,WP2572_r79947
MYO1E,4643,PARTICIPATES_GpPW,Primary Focal Segmental Glomerulosclerosis FSGS,WP2572_r79947
SCARB2,950,PARTICIPATES_GpPW,Primary Focal Segmental Glomerulosclerosis FSGS,WP2572_r79947
SYNPO,11346,PARTICIPATES_GpPW,Primary Focal Segmental Glomerulosclerosis FSGS,WP2572_r79947
FAT1,2195,PARTICIPATES_GpPW,Primary Focal Segmental Glomerulosclerosis FSGS,WP2572_r79947
CREB5,9586,PARTICIPATES_GpPW,MFAP5-mediated ovarian cancer cell motility and invasiveness,WP3301_r81279
APLF,200558,PARTICIPATES_GpPW,DNA-PK pathway in nonhomologous end joining,PC7_2957
POLL,27343,PARTICIPATES_GpPW,DNA-PK pathway in nonhomologous end joining,PC7_2957
POLM,27434,PARTICIPATES_GpPW,DNA-PK pathway in nonhomologous end joining,PC7_2957
PNKP,11284,PARTICIPATES_GpPW,DNA-PK pathway in nonhomologous end joining,PC7_2957
APTX,54840,PARTICIPATES_GpPW,DNA-PK pathway in nonhomologous end joining,PC7_2957
PTN,5764,PARTICIPATES_GpPW,Syndecan-3-mediated signaling events,PC7_7720
LMO2,4005,PARTICIPATES_GpPW,Hematopoietic Stem Cell Differentiation,WP2849_r84764
RIOK3,8780,PARTICIPATES_GpPW,Hematopoietic Stem Cell Differentiation,WP2849_r84764
NCKAP1L,3071,PARTICIPATES_GpPW,Hematopoietic Stem Cell Differentiation,WP2849_r84764
GYPA,2993,PARTICIPATES_GpPW,Hematopoietic Stem Cell Differentiation,WP2849_r84764
MXI1,4601,PARTICIPATES_GpPW,Hematopoietic Stem Cell Differentiation,WP2849_r84764
FLI1,2313,PARTICIPATES_GpPW,Hematopoietic Stem Cell Differentiation,WP2849_r84764
APOC1,341,PARTICIPATES_GpPW,Statin Pathway,WP430_r82344
SOAT1,6646,PARTICIPATES_GpPW,Statin Pathway,WP430_r82344
EPB41,2035,PARTICIPATES_GpPW,Syndecan-2-mediated signaling events,PC7_7719
ADGRL1,22859,PARTICIPATES_GpPW,"GPCRs, Class B Secretin-like",WP334_r79716
ADGRL4,64123,PARTICIPATES_GpPW,"GPCRs, Class B Secretin-like",WP334_r79716
ADGRL2,23266,PARTICIPATES_GpPW,"GPCRs, Class B Secretin-like",WP334_r79716
ADGRG2,10149,PARTICIPATES_GpPW,"GPCRs, Class B Secretin-like",WP334_r79716
ADGRL3,23284,PARTICIPATES_GpPW,"GPCRs, Class B Secretin-like",WP334_r79716
MOGAT1,116255,PARTICIPATES_GpPW,Triacylglyceride Synthesis,WP325_r71223
IKZF3,22806,PARTICIPATES_GpPW,IL2-mediated signaling events,PC7_4613
RRAS2,22800,PARTICIPATES_GpPW,Regulation of Actin Cytoskeleton,WP51_r79977
SSH3,54961,PARTICIPATES_GpPW,Regulation of Actin Cytoskeleton,WP51_r79977
FGF12,2257,PARTICIPATES_GpPW,Regulation of Actin Cytoskeleton,WP51_r79977
RASSF7,8045,PARTICIPATES_GpPW,Regulation of Actin Cytoskeleton,WP51_r79977
APC2,10297,PARTICIPATES_GpPW,Regulation of Actin Cytoskeleton,WP51_r79977
VIL1,7429,PARTICIPATES_GpPW,Regulation of Actin Cytoskeleton,WP51_r79977
PIP4K2C,79837,PARTICIPATES_GpPW,Regulation of Actin Cytoskeleton,WP51_r79977
SSH2,85464,PARTICIPATES_GpPW,Regulation of Actin Cytoskeleton,WP51_r79977
LRPAP1,4043,PARTICIPATES_GpPW,Reelin signaling pathway,PC7_6870
STIL,6491,PARTICIPATES_GpPW,Signaling events mediated by the Hedgehog family,PC7_7498
DISP1,84976,PARTICIPATES_GpPW,Signaling events mediated by the Hedgehog family,PC7_7498
IFRD1,3475,PARTICIPATES_GpPW,Hypertrophy Model,WP516_r71358
BHMT2,23743,PARTICIPATES_GpPW,Allograft Rejection,WP2328_r84648
MICA,100507436,PARTICIPATES_GpPW,Allograft Rejection,WP2328_r84648
GNLY,10578,PARTICIPATES_GpPW,Allograft Rejection,WP2328_r84648
IL21,59067,PARTICIPATES_GpPW,Allograft Rejection,WP2328_r84648
FAM120B,84498,PARTICIPATES_GpPW,RXR and RAR heterodimerization with other nuclear receptor,PC7_6828
MDFIC,29969,PARTICIPATES_GpPW,Regulation of nuclear beta catenin signaling and target gene transcription,PC7_6914
EIF1,10209,PARTICIPATES_GpPW,Translation Factors,WP107_r78489
EIF6,3692,PARTICIPATES_GpPW,Translation Factors,WP107_r78489
EIF2AK1,27102,PARTICIPATES_GpPW,Translation Factors,WP107_r78489
EIF1AY,9086,PARTICIPATES_GpPW,Translation Factors,WP107_r78489
EIF4EBP3,8637,PARTICIPATES_GpPW,Translation Factors,WP107_r78489
EIF4EBP2,1979,PARTICIPATES_GpPW,Translation Factors,WP107_r78489
CLUH,23277,PARTICIPATES_GpPW,Translation Factors,WP107_r78489
CTHRC1,115908,PARTICIPATES_GpPW,Wnt signaling network,PC7_8783
PRPH,5630,PARTICIPATES_GpPW,Amyotrophic lateral sclerosis (ALS),WP2447_r84415
ALS2,57679,PARTICIPATES_GpPW,Amyotrophic lateral sclerosis (ALS),WP2447_r84415
NEFH,4744,PARTICIPATES_GpPW,Amyotrophic lateral sclerosis (ALS),WP2447_r84415
NEFM,4741,PARTICIPATES_GpPW,Amyotrophic lateral sclerosis (ALS),WP2447_r84415
DERL1,79139,PARTICIPATES_GpPW,Amyotrophic lateral sclerosis (ALS),WP2447_r84415
MB,4151,PARTICIPATES_GpPW,Effects of Nitric Oxide,WP1995_r69910
SLK,9748,PARTICIPATES_GpPW,Caspase Cascade in Apoptosis,PC7_2506
FUT2,2524,PARTICIPATES_GpPW,Globo Sphingolipid Metabolism,WP1424_r83526
GBGT1,26301,PARTICIPATES_GpPW,Globo Sphingolipid Metabolism,WP1424_r83526
B3GALNT1,8706,PARTICIPATES_GpPW,Globo Sphingolipid Metabolism,WP1424_r83526
A4GALT,53947,PARTICIPATES_GpPW,Globo Sphingolipid Metabolism,WP1424_r83526
ANLN,54443,PARTICIPATES_GpPW,Retinoblastoma (RB) in Cancer,WP2446_r84651
HLTF,6596,PARTICIPATES_GpPW,Retinoblastoma (RB) in Cancer,WP2446_r84651
NPAT,4863,PARTICIPATES_GpPW,Retinoblastoma (RB) in Cancer,WP2446_r84651
CCDC6,8030,PARTICIPATES_GpPW,Retinoblastoma (RB) in Cancer,WP2446_r84651
KATNA1,11104,PARTICIPATES_GpPW,Lissencephaly gene (LIS1) in neuronal migration and development,PC7_4994
PAFAH1B2,5049,PARTICIPATES_GpPW,Lissencephaly gene (LIS1) in neuronal migration and development,PC7_4994
PAFAH1B3,5050,PARTICIPATES_GpPW,Lissencephaly gene (LIS1) in neuronal migration and development,PC7_4994
HMGN1,3150,PARTICIPATES_GpPW,p38 MAPK Signaling Pathway,WP400_r72084
MAP1LC3C,440738,PARTICIPATES_GpPW,Senescence and Autophagy in Cancer,WP615_r81193
TNFSF15,9966,PARTICIPATES_GpPW,Senescence and Autophagy in Cancer,WP615_r81193
ATG3,64422,PARTICIPATES_GpPW,Senescence and Autophagy in Cancer,WP615_r81193
GABARAPL2,11345,PARTICIPATES_GpPW,Senescence and Autophagy in Cancer,WP615_r81193
MAP1LC3B,81631,PARTICIPATES_GpPW,Senescence and Autophagy in Cancer,WP615_r81193
MAP1LC3A,84557,PARTICIPATES_GpPW,Senescence and Autophagy in Cancer,WP615_r81193
ATG16L1,55054,PARTICIPATES_GpPW,Senescence and Autophagy in Cancer,WP615_r81193
GABARAP,11337,PARTICIPATES_GpPW,Senescence and Autophagy in Cancer,WP615_r81193
CREG1,8804,PARTICIPATES_GpPW,Senescence and Autophagy in Cancer,WP615_r81193
CXCL14,9547,PARTICIPATES_GpPW,Senescence and Autophagy in Cancer,WP615_r81193
SH3GLB1,51100,PARTICIPATES_GpPW,Senescence and Autophagy in Cancer,WP615_r81193
BECN1,8678,PARTICIPATES_GpPW,Senescence and Autophagy in Cancer,WP615_r81193
RSL1D1,26156,PARTICIPATES_GpPW,Senescence and Autophagy in Cancer,WP615_r81193
ATG14,22863,PARTICIPATES_GpPW,Senescence and Autophagy in Cancer,WP615_r81193
ING1,3621,PARTICIPATES_GpPW,Senescence and Autophagy in Cancer,WP615_r81193
AMBRA1,55626,PARTICIPATES_GpPW,Senescence and Autophagy in Cancer,WP615_r81193
GABARAPL1,23710,PARTICIPATES_GpPW,Senescence and Autophagy in Cancer,WP615_r81193
LAMP1,3916,PARTICIPATES_GpPW,Senescence and Autophagy in Cancer,WP615_r81193
